演算チャンネル,(1)CA-CH01:Channel01
窓関数,長方形
演算点数,100000
演算モード,リニアスペクトル
微積分設定,微積分しない
演算範囲,最新データ
オーバーオール(dBrms),16.869
,0dB=1m/s^2
周波数(Hz),データ(dB)
281.5,-54.9668
281.6,-54.8447
281.7,-54.9321
281.8,-54.989
281.9,-54.877
282,-54.9082
282.1,-54.9928
282.2,-54.9952
282.3,-54.879
282.4,-54.8989
282.5,-54.9972
282.6,-55.0691
282.7,-54.8984
282.8,-54.9119
282.9,-54.9471
283,-54.9844
283.1,-54.9421
283.2,-54.9352
283.3,-54.9953
283.4,-54.8995
283.5,-54.9649
283.6,-54.8487
283.7,-55.0046
283.8,-54.9148
283.9,-54.9074
284,-54.9972
284.1,-55.008
284.2,-54.8326
284.3,-54.9146
284.4,-55.0669
284.5,-55.0527
284.6,-54.95
284.7,-54.9713
284.8,-54.828
284.9,-54.8338
285,-54.9475
285.1,-54.8555
285.2,-54.7232
285.3,-54.7825
285.4,-54.8657
285.5,-54.842
285.6,-54.659
285.7,-54.7976
285.8,-54.7528
285.9,-54.9349
286,-54.7171
286.1,-54.7547
286.2,-54.862
286.3,-54.8004
286.4,-55.0995
286.5,-54.7596
286.6,-54.7468
286.7,-54.842
286.8,-54.8962
286.9,-55.0664
287,-54.8333
287.1,-54.6626
287.2,-54.8424
287.3,-54.7749
287.4,-54.9545
287.5,-54.8434
287.6,-54.8868
287.7,-54.7657
287.8,-54.9084
287.9,-54.8294
288,-54.7901
288.1,-54.7432
288.2,-54.7629
288.3,-54.7569
288.4,-54.7538
288.5,-54.8113
288.6,-54.9109
288.7,-54.8266
288.8,-54.703
288.9,-54.8381
289,-54.7571
289.1,-54.7803
289.2,-54.7821
289.3,-54.7925
289.4,-54.8431
289.5,-54.7108
289.6,-54.5848
289.7,-54.768
289.8,-54.8944
289.9,-54.6622
290,-54.7422
290.1,-54.6708
290.2,-54.7726
290.3,-54.796
290.4,-54.6207
290.5,-54.8277
290.6,-54.7589
290.7,-54.737
290.8,-54.6679
290.9,-54.6961
291,-54.6119
291.1,-54.8196
291.2,-54.7508
291.3,-54.7188
291.4,-54.8256
291.5,-54.7692
291.6,-54.6639
291.7,-54.7054
291.8,-54.67
291.9,-54.7424
292,-54.8847
292.1,-54.6663
292.2,-54.6698
292.3,-54.6742
292.4,-54.7099
292.5,-54.7635
292.6,-54.6498
292.7,-54.6442
292.8,-54.7527
292.9,-54.6281
293,-54.5746
293.1,-54.6313
293.2,-54.7408
293.3,-54.7426
293.4,-54.6936
293.5,-54.5579
293.6,-54.6507
293.7,-54.6659
293.8,-54.6634
293.9,-54.628
294,-54.6348
294.1,-54.6012
294.2,-54.6591
294.3,-54.519
294.4,-54.7714
294.5,-54.6697
294.6,-54.5453
294.7,-54.6188
294.8,-54.7212
294.9,-54.5102
295,-54.6534
295.1,-54.6169
295.2,-54.5719
295.3,-54.5274
295.4,-54.6409
295.5,-54.5904
295.6,-54.6045
295.7,-54.6279
295.8,-54.5297
295.9,-54.7023
296,-54.4762
296.1,-54.4382
296.2,-54.5741
296.3,-54.5962
296.4,-54.6029
296.5,-54.6147
296.6,-54.5734
296.7,-54.6447
296.8,-54.6019
296.9,-54.3269
297,-54.5581
297.1,-54.5667
297.2,-54.5051
297.3,-54.5504
297.4,-54.4806
297.5,-54.4843
297.6,-54.5559
297.7,-54.5061
297.8,-54.4645
297.9,-54.4512
298,-54.487
298.1,-54.4068
298.2,-54.5433
298.3,-54.5006
298.4,-54.5146
298.5,-54.4876
298.6,-54.4589
298.7,-54.5651
298.8,-54.5277
298.9,-54.4928
299,-54.4718
299.1,-54.4496
299.2,-54.4612
299.3,-54.4015
299.4,-54.5246
299.5,-54.5308
299.6,-54.5465
299.7,-54.3895
299.8,-54.461
299.9,-54.4362
300,-54.4227
300.1,-54.3776
300.2,-54.4146
300.3,-54.0996
300.4,-54.4571
300.5,-54.3599
300.6,-54.4099
300.7,-54.5287
300.8,-54.3883
300.9,-54.3883
301,-54.2973
301.1,-54.3674
301.2,-54.514
301.3,-54.4117
301.4,-54.3207
301.5,-54.3786
301.6,-54.4044
301.7,-54.3815
301.8,-54.2984
301.9,-54.4123
302,-54.4587
302.1,-54.4578
302.2,-54.4223
302.3,-54.4522
302.4,-54.4485
302.5,-54.3343
302.6,-54.3971
302.7,-54.389
302.8,-54.4593
302.9,-54.4237
303,-54.4075
303.1,-54.363
303.2,-54.3913
303.3,-54.3122
303.4,-54.3649
303.5,-54.4261
303.6,-54.2014
303.7,-54.3096
303.8,-54.2821
303.9,-54.3304
304,-54.3621
304.1,-54.3856
304.2,-54.2717
304.3,-54.2699
304.4,-54.2548
304.5,-54.294
304.6,-54.262
304.7,-54.3266
304.8,-54.334
304.9,-54.3528
305,-54.3966
305.1,-54.2679
305.2,-54.2518
305.3,-54.1888
305.4,-54.3336
305.5,-54.3272
305.6,-54.2542
305.7,-54.2484
305.8,-54.3132
305.9,-54.2648
306,-54.2753
306.1,-54.2918
306.2,-54.2106
306.3,-54.3234
306.4,-54.1761
306.5,-54.1593
306.6,-54.2494
306.7,-54.1752
306.8,-54.2795
306.9,-54.2952
307,-54.3196
307.1,-54.3093
307.2,-54.2071
307.3,-54.225
307.4,-54.2808
307.5,-54.3173
307.6,-54.1369
307.7,-54.2589
307.8,-54.2035
307.9,-54.2926
308,-54.2606
308.1,-54.2003
308.2,-54.1606
308.3,-54.1776
308.4,-54.0741
308.5,-54.2134
308.6,-54.2728
308.7,-54.2496
308.8,-54.1724
308.9,-54.1675
309,-54.1176
309.1,-54.1262
309.2,-54.138
309.3,-54.2078
309.4,-54.1598
309.5,-54.165
309.6,-54.1519
309.7,-54.1522
309.8,-54.2289
309.9,-54.0977
310,-54.0907
310.1,-54.0847
310.2,-54.1311
310.3,-54.1755
310.4,-54.1319
310.5,-54.1202
310.6,-54.0589
310.7,-54.1817
310.8,-54.1685
310.9,-54.0957
311,-54.1424
311.1,-54.0361
311.2,-54.1399
311.3,-54.1192
311.4,-54.0757
311.5,-54.1054
311.6,-54.0878
311.7,-54.113
311.8,-54.0684
311.9,-54.0556
312,-54.0948
312.1,-54.0783
312.2,-54.0442
312.3,-54.1019
312.4,-54.1005
312.5,-54.1026
312.6,-54.0976
312.7,-54.0607
312.8,-54.0227
312.9,-54.0207
313,-54.0451
313.1,-53.9789
313.2,-54.0606
313.3,-53.9958
313.4,-54.0657
313.5,-54.0033
313.6,-53.9834
313.7,-53.95
313.8,-53.9888
313.9,-54.0402
314,-54.0046
314.1,-53.966
314.2,-53.9727
314.3,-53.9393
314.4,-53.998
314.5,-53.9931
314.6,-53.9594
314.7,-53.9349
314.8,-53.9866
314.9,-53.9423
315,-53.8972
315.1,-53.9578
315.2,-53.9101
315.3,-53.947
315.4,-53.9464
315.5,-53.9433
315.6,-53.9398
315.7,-53.9332
315.8,-53.9451
315.9,-54.0581
316,-53.9439
316.1,-53.9204
316.2,-53.9505
316.3,-53.9125
316.4,-53.8946
316.5,-53.8627
316.6,-53.9653
316.7,-53.821
316.8,-53.8998
316.9,-53.8865
317,-53.957
317.1,-53.9778
317.2,-53.9492
317.3,-53.8802
317.4,-53.8757
317.5,-53.8803
317.6,-53.8827
317.7,-53.8789
317.8,-53.8846
317.9,-53.8818
318,-53.8584
318.1,-53.8689
318.2,-53.9349
318.3,-53.8764
318.4,-53.8802
318.5,-53.8963
318.6,-53.8376
318.7,-53.8378
318.8,-53.8585
318.9,-53.8202
319,-53.7836
319.1,-53.8043
319.2,-53.8477
319.3,-53.8649
319.4,-53.7745
319.5,-53.8469
319.6,-53.7959
319.7,-53.8338
319.8,-53.7724
319.9,-53.8212
320,-53.7224
320.1,-53.7649
320.2,-53.8318
320.3,-53.8129
320.4,-53.7231
320.5,-53.7093
320.6,-53.7999
320.7,-53.8266
320.8,-53.7625
320.9,-53.8655
321,-53.827
321.1,-53.7403
321.2,-53.6732
321.3,-53.7535
321.4,-53.7839
321.5,-53.6633
321.6,-53.7442
321.7,-53.7098
321.8,-53.7634
321.9,-53.7139
322,-53.7103
322.1,-53.7503
322.2,-53.7029
322.3,-53.6865
322.4,-53.7385
322.5,-53.7505
322.6,-53.6172
322.7,-53.6308
322.8,-53.6684
322.9,-53.6782
323,-53.7367
323.1,-53.7988
323.2,-53.6327
323.3,-53.6228
323.4,-53.642
323.5,-53.6087
323.6,-53.6571
323.7,-53.6367
323.8,-53.665
323.9,-53.6044
324,-53.6408
324.1,-53.6879
324.2,-53.6625
324.3,-53.6958
324.4,-53.667
324.5,-53.5782
324.6,-53.6608
324.7,-53.6303
324.8,-53.6002
324.9,-53.6415
325,-53.4716
325.1,-53.5772
325.2,-53.4925
325.3,-53.5764
325.4,-53.6092
325.5,-53.5497
325.6,-53.5977
325.7,-53.5905
325.8,-53.5477
325.9,-53.5312
326,-53.5333
326.1,-53.6496
326.2,-53.541
326.3,-53.5564
326.4,-53.6242
326.5,-53.555
326.6,-53.5359
326.7,-53.4842
326.8,-53.557
326.9,-53.4986
327,-53.5116
327.1,-53.5471
327.2,-53.5223
327.3,-53.5413
327.4,-53.543
327.5,-53.4947
327.6,-53.4614
327.7,-53.5618
327.8,-53.5101
327.9,-53.4981
328,-53.5096
328.1,-53.4553
328.2,-53.4946
328.3,-53.4654
328.4,-53.4523
328.5,-53.4674
328.6,-53.532
328.7,-53.4591
328.8,-53.4874
328.9,-53.5061
329,-53.434
329.1,-53.4295
329.2,-53.4708
329.3,-53.3464
329.4,-53.4363
329.5,-53.4247
329.6,-53.485
329.7,-53.4852
329.8,-53.3933
329.9,-53.354
330,-53.351
330.1,-53.5047
330.2,-53.385
330.3,-53.3513
330.4,-53.4042
330.5,-53.3233
330.6,-53.3954
330.7,-53.4164
330.8,-53.4483
330.9,-53.3887
331,-53.4188
331.1,-53.3236
331.2,-53.3536
331.3,-53.4083
331.4,-53.3858
331.5,-53.3436
331.6,-53.3262
331.7,-53.3415
331.8,-53.3149
331.9,-53.3362
332,-53.2883
332.1,-53.3344
332.2,-53.4127
332.3,-53.4075
332.4,-53.4251
332.5,-53.311
332.6,-53.3155
332.7,-53.3036
332.8,-53.2461
332.9,-53.2728
333,-53.3919
333.1,-53.3144
333.2,-53.258
333.3,-53.334
333.4,-53.3338
333.5,-53.2674
333.6,-53.257
333.7,-53.291
333.8,-53.2214
333.9,-53.2819
334,-53.2691
334.1,-53.2619
334.2,-53.2347
334.3,-53.2724
334.4,-53.2649
334.5,-53.1724
334.6,-53.2424
334.7,-53.3031
334.8,-53.3661
334.9,-53.2211
335,-53.2867
335.1,-53.1886
335.2,-53.2235
335.3,-53.2668
335.4,-53.229
335.5,-53.2084
335.6,-53.178
335.7,-53.2521
335.8,-53.2352
335.9,-53.1548
336,-53.1534
336.1,-53.1908
336.2,-53.2519
336.3,-53.1649
336.4,-53.1852
336.5,-53.1469
336.6,-53.1735
336.7,-53.1916
336.8,-53.1463
336.9,-53.1336
337,-53.1555
337.1,-53.1185
337.2,-53.1652
337.3,-53.106
337.4,-53.086
337.5,-53.1391
337.6,-53.1383
337.7,-53.1067
337.8,-53.1232
337.9,-53.1248
338,-53.0538
338.1,-53.1712
338.2,-53.0902
338.3,-53.0731
338.4,-53.1091
338.5,-53.0923
338.6,-53.1002
338.7,-53.0528
338.8,-53.1322
338.9,-53.0864
339,-53.1476
339.1,-53.0434
339.2,-53.046
339.3,-53.1494
339.4,-53.0387
339.5,-53.0285
339.6,-52.9734
339.7,-53.0596
339.8,-52.9919
339.9,-53.0336
340,-53.0174
340.1,-52.9982
340.2,-53.0632
340.3,-53.0532
340.4,-52.9848
340.5,-53.0295
340.6,-52.9582
340.7,-53.001
340.8,-53.0031
340.9,-52.9892
341,-53.0354
341.1,-52.9745
341.2,-53.0008
341.3,-53.0185
341.4,-52.9504
341.5,-52.9327
341.6,-52.9995
341.7,-52.9292
341.8,-52.9115
341.9,-52.9264
342,-53.0126
342.1,-52.9551
342.2,-52.9075
342.3,-52.9615
342.4,-52.8987
342.5,-52.8963
342.6,-52.8342
342.7,-52.9164
342.8,-52.9026
342.9,-52.9786
343,-52.9674
343.1,-52.8534
343.2,-52.8567
343.3,-52.93
343.4,-52.8534
343.5,-52.8652
343.6,-52.936
343.7,-52.8219
343.8,-52.8109
343.9,-52.8164
344,-52.8469
344.1,-52.8144
344.2,-52.8098
344.3,-52.885
344.4,-52.8002
344.5,-52.8358
344.6,-52.904
344.7,-52.8037
344.8,-52.8064
344.9,-52.8239
345,-52.7642
345.1,-52.8236
345.2,-52.803
345.3,-52.7422
345.4,-52.8183
345.5,-52.719
345.6,-52.8386
345.7,-52.7631
345.8,-52.7459
345.9,-52.7437
346,-52.7428
346.1,-52.7472
346.2,-52.7151
346.3,-52.7035
346.4,-52.7122
346.5,-52.8032
346.6,-52.7632
346.7,-52.7772
346.8,-52.7783
346.9,-52.7593
347,-52.679
347.1,-52.6975
347.2,-52.7332
347.3,-52.6458
347.4,-52.7035
347.5,-52.7047
347.6,-52.7132
347.7,-52.6421
347.8,-52.7954
347.9,-52.6595
348,-52.7103
348.1,-52.7246
348.2,-52.68
348.3,-52.6707
348.4,-52.6512
348.5,-52.6234
348.6,-52.6999
348.7,-52.593
348.8,-52.6498
348.9,-52.6509
349,-52.6337
349.1,-52.6696
349.2,-52.5782
349.3,-52.6176
349.4,-52.631
349.5,-52.6471
349.6,-52.6565
349.7,-52.6084
349.8,-52.6546
349.9,-52.6054
350,-52.6681
350.1,-52.6587
350.2,-52.6176
350.3,-52.6186
350.4,-51.5291
350.5,-52.3685
350.6,-52.5242
350.7,-52.5156
350.8,-52.5266
350.9,-52.5641
351,-52.5508
351.1,-52.4972
351.2,-52.5103
351.3,-52.4814
351.4,-52.5455
351.5,-52.5143
351.6,-52.5065
351.7,-52.4894
351.8,-52.5232
351.9,-52.4599
352,-52.5037
352.1,-52.5601
352.2,-52.5105
352.3,-52.4809
352.4,-52.454
352.5,-52.4357
352.6,-52.4629
352.7,-52.4148
352.8,-52.4604
352.9,-52.4193
353,-52.5059
353.1,-52.4226
353.2,-52.4359
353.3,-52.4571
353.4,-52.4892
353.5,-52.4371
353.6,-52.399
353.7,-52.374
353.8,-52.3911
353.9,-52.3279
354,-52.4083
354.1,-52.4005
354.2,-52.3076
354.3,-52.3638
354.4,-52.4132
354.5,-52.3754
354.6,-52.3196
354.7,-52.3857
354.8,-52.2656
354.9,-52.3697
355,-52.353
355.1,-52.3051
355.2,-52.3155
355.3,-52.3388
355.4,-52.2975
355.5,-52.3362
355.6,-52.285
355.7,-52.3096
355.8,-52.3012
355.9,-52.3111
356,-52.2694
356.1,-52.2704
356.2,-52.2452
356.3,-52.2104
356.4,-52.3094
356.5,-52.3639
356.6,-52.3429
356.7,-52.2512
356.8,-52.2988
356.9,-52.2266
357,-52.2792
357.1,-52.3018
357.2,-52.2829
357.3,-52.1931
357.4,-52.28
357.5,-52.2635
357.6,-52.2183
357.7,-52.1753
357.8,-52.2332
357.9,-52.1529
358,-52.1719
358.1,-52.2994
358.2,-52.2306
358.3,-52.2446
358.4,-52.2054
358.5,-52.1726
358.6,-52.2183
358.7,-52.1563
358.8,-52.183
358.9,-52.1937
359,-52.0945
359.1,-52.186
359.2,-52.2013
359.3,-52.1982
359.4,-52.1833
359.5,-52.131
359.6,-52.1322
359.7,-52.1772
359.8,-52.1599
359.9,-52.1183
360,-52.1481
360.1,-52.0889
360.2,-52.108
360.3,-52.0871
360.4,-52.0988
360.5,-52.1452
360.6,-52.0518
360.7,-52.1457
360.8,-52.0402
360.9,-52.0699
361,-51.997
361.1,-52.0276
361.2,-52.0709
361.3,-52.0733
361.4,-52.0746
361.5,-52.0416
361.6,-52.0336
361.7,-51.9402
361.8,-52.067
361.9,-52.0217
362,-52.0321
362.1,-52.0126
362.2,-52.0101
362.3,-51.9736
362.4,-51.9748
362.5,-51.9806
362.6,-52.0911
362.7,-51.9969
362.8,-51.9938
362.9,-51.9911
363,-51.9358
363.1,-51.9583
363.2,-52.0031
363.3,-51.91
363.4,-51.9105
363.5,-51.8917
363.6,-51.8915
363.7,-51.9431
363.8,-51.9005
363.9,-51.94
364,-51.8503
364.1,-51.8843
364.2,-51.9037
364.3,-51.9446
364.4,-51.9018
364.5,-51.9264
364.6,-51.8253
364.7,-51.8795
364.8,-51.8577
364.9,-51.8441
365,-51.8727
365.1,-51.8426
365.2,-51.8358
365.3,-51.8264
365.4,-51.8178
365.5,-51.8512
365.6,-51.8468
365.7,-51.8104
365.8,-51.7963
365.9,-51.8168
366,-51.7934
366.1,-51.8234
366.2,-51.8437
366.3,-51.7276
366.4,-51.7718
366.5,-51.767
366.6,-51.7974
366.7,-51.8019
366.8,-51.7517
366.9,-51.7643
367,-51.7872
367.1,-51.82
367.2,-51.7427
367.3,-51.7648
367.4,-51.7086
367.5,-51.6977
367.6,-51.7155
367.7,-51.6873
367.8,-51.7036
367.9,-51.6813
368,-51.7735
368.1,-51.7036
368.2,-51.6778
368.3,-51.6192
368.4,-51.7325
368.5,-51.7342
368.6,-51.682
368.7,-51.6244
368.8,-51.7363
368.9,-51.6333
369,-51.6714
369.1,-51.6693
369.2,-51.5748
369.3,-51.6135
369.4,-51.6217
369.5,-51.6299
369.6,-51.6233
369.7,-51.6172
369.8,-51.5684
369.9,-51.5776
370,-51.6062
370.1,-51.5905
370.2,-51.5953
370.3,-51.568
370.4,-51.5691
370.5,-51.5734
370.6,-51.5493
370.7,-51.5098
370.8,-51.6153
370.9,-51.5455
371,-51.5429
371.1,-51.505
371.2,-51.5084
371.3,-51.5566
371.4,-51.5051
371.5,-51.4912
371.6,-51.5225
371.7,-51.4828
371.8,-51.4975
371.9,-51.5012
372,-51.4868
372.1,-51.4197
372.2,-51.5707
372.3,-51.4691
372.4,-51.4925
372.5,-51.5031
372.6,-51.4903
372.7,-51.4407
372.8,-51.3824
372.9,-51.4104
373,-51.4288
373.1,-51.4441
373.2,-51.4201
373.3,-51.3821
373.4,-51.4056
373.5,-51.4025
373.6,-51.3639
373.7,-51.4159
373.8,-51.408
373.9,-51.4001
374,-51.3774
374.1,-51.384
374.2,-51.3575
374.3,-51.39
374.4,-51.3654
374.5,-51.3353
374.6,-51.4323
374.7,-51.4102
374.8,-51.3673
374.9,-51.316
375,-51.3341
375.1,-51.3337
375.2,-51.4025
375.3,-51.317
375.4,-51.296
375.5,-51.3064
375.6,-51.3162
375.7,-51.2602
375.8,-51.3725
375.9,-51.225
376,-51.3002
376.1,-51.2048
376.2,-51.2805
376.3,-51.2073
376.4,-51.1873
376.5,-51.2571
376.6,-51.2543
376.7,-51.2471
376.8,-51.2073
376.9,-51.2778
377,-51.2171
377.1,-51.1987
377.2,-51.2037
377.3,-51.1748
377.4,-51.0982
377.5,-51.1794
377.6,-51.1604
377.7,-51.2153
377.8,-51.184
377.9,-51.1083
378,-51.1961
378.1,-51.1561
378.2,-51.1539
378.3,-51.0723
378.4,-51.1352
378.5,-51.1569
378.6,-51.1084
378.7,-51.1211
378.8,-51.0329
378.9,-51.0992
379,-51.0409
379.1,-51.0587
379.2,-51.0923
379.3,-51.09
379.4,-51.1355
379.5,-51.1092
379.6,-51.0678
379.7,-51.1379
379.8,-51.055
379.9,-50.9908
380,-50.9916
380.1,-50.9981
380.2,-51.0155
380.3,-50.9763
380.4,-51.037
380.5,-50.9872
380.6,-50.9678
380.7,-50.9471
380.8,-50.9244
380.9,-50.9594
381,-50.9769
381.1,-50.9653
381.2,-50.9942
381.3,-50.9454
381.4,-50.9958
381.5,-50.9934
381.6,-50.8989
381.7,-50.9823
381.8,-50.8811
381.9,-50.8938
382,-50.9327
382.1,-50.8812
382.2,-50.8891
382.3,-50.8508
382.4,-50.9515
382.5,-50.8709
382.6,-50.9102
382.7,-50.8915
382.8,-50.8408
382.9,-50.8223
383,-50.8842
383.1,-50.8541
383.2,-50.85
383.3,-50.7903
383.4,-50.8106
383.5,-50.7918
383.6,-50.8236
383.7,-50.7552
383.8,-50.8175
383.9,-50.796
384,-50.8344
384.1,-50.7985
384.2,-50.7553
384.3,-50.76
384.4,-50.8012
384.5,-50.7577
384.6,-50.7575
384.7,-50.7496
384.8,-50.7552
384.9,-50.7566
385,-50.7559
385.1,-50.6858
385.2,-50.6882
385.3,-50.7461
385.4,-50.6925
385.5,-50.6886
385.6,-50.7192
385.7,-50.6372
385.8,-50.6817
385.9,-50.6603
386,-50.7214
386.1,-50.6522
386.2,-50.6496
386.3,-50.6924
386.4,-50.6452
386.5,-50.6463
386.6,-50.6564
386.7,-50.5631
386.8,-50.6276
386.9,-50.5277
387,-50.5942
387.1,-50.6004
387.2,-50.5786
387.3,-50.6094
387.4,-50.5425
387.5,-50.5531
387.6,-50.5845
387.7,-50.5003
387.8,-50.5332
387.9,-50.5291
388,-50.5307
388.1,-50.5405
388.2,-50.4932
388.3,-50.5228
388.4,-50.5007
388.5,-50.5333
388.6,-50.5085
388.7,-50.5018
388.8,-50.4866
388.9,-50.4873
389,-50.5015
389.1,-50.4171
389.2,-50.4834
389.3,-50.4557
389.4,-50.5132
389.5,-50.4574
389.6,-50.4525
389.7,-50.4316
389.8,-50.478
389.9,-50.3529
390,-50.3785
390.1,-50.3744
390.2,-50.4375
390.3,-50.3517
390.4,-50.3321
390.5,-50.3739
390.6,-50.3621
390.7,-50.4226
390.8,-50.3825
390.9,-50.4048
391,-50.3885
391.1,-50.309
391.2,-50.3502
391.3,-50.2318
391.4,-50.3174
391.5,-50.3451
391.6,-50.3354
391.7,-50.2603
391.8,-50.3176
391.9,-50.2751
392,-50.2231
392.1,-50.2787
392.2,-50.2772
392.3,-50.3116
392.4,-50.2471
392.5,-50.2582
392.6,-50.2688
392.7,-50.2424
392.8,-50.2209
392.9,-50.2174
393,-50.2406
393.1,-50.2325
393.2,-50.2186
393.3,-50.2121
393.4,-50.1968
393.5,-50.219
393.6,-50.1645
393.7,-50.1632
393.8,-50.1238
393.9,-50.189
394,-50.1425
394.1,-50.1434
394.2,-50.1345
394.3,-50.1162
394.4,-50.0984
394.5,-50.1492
394.6,-50.0836
394.7,-50.0527
394.8,-50.1117
394.9,-50.0603
395,-50.1034
395.1,-50.0737
395.2,-50.1324
395.3,-50.0769
395.4,-50.021
395.5,-50.0114
395.6,-50.0517
395.7,-50.0238
395.8,-50.0448
395.9,-49.9953
396,-50.0114
396.1,-50.0148
396.2,-49.9866
396.3,-49.9568
396.4,-50.0411
396.5,-49.9995
396.6,-50.0149
396.7,-49.9809
396.8,-49.9653
396.9,-50.0001
397,-49.9588
397.1,-49.9679
397.2,-49.9283
397.3,-49.9295
397.4,-49.9122
397.5,-49.9275
397.6,-49.8865
397.7,-49.938
397.8,-49.9275
397.9,-49.9094
398,-49.9182
398.1,-49.8708
398.2,-49.8794
398.3,-49.8536
398.4,-49.883
398.5,-49.9041
398.6,-49.8941
398.7,-49.911
398.8,-49.9427
398.9,-49.7875
399,-49.8577
399.1,-49.8534
399.2,-49.8543
399.3,-49.7946
399.4,-49.8329
399.5,-49.7954
399.6,-49.8369
399.7,-49.8138
399.8,-49.8462
399.9,-49.7924
400,-49.856
400.1,-49.8496
400.2,-49.8252
400.3,-49.8566
400.4,-49.8672
400.5,-49.8982
400.6,-49.9088
400.7,-49.9571
400.8,-50.0224
400.9,-50.0544
401,-50.1705
401.1,-50.4049
401.2,-51.043
401.3,-57.6321
401.4,-47.1415
401.5,-48.4875
401.6,-48.9293
401.7,-49.0541
401.8,-49.2001
401.9,-49.2235
402,-49.231
402.1,-49.3291
402.2,-49.3165
402.3,-49.2877
402.4,-49.3322
402.5,-49.3399
402.6,-49.3424
402.7,-49.3025
402.8,-49.3726
402.9,-49.3396
403,-49.347
403.1,-49.3861
403.2,-49.4177
403.3,-49.3671
403.4,-49.3353
403.5,-49.3412
403.6,-49.329
403.7,-49.3297
403.8,-49.2214
403.9,-49.3663
404,-49.3636
404.1,-49.3261
404.2,-49.3299
404.3,-49.2923
404.4,-49.3107
404.5,-49.3006
404.6,-49.2699
404.7,-49.301
404.8,-49.3291
404.9,-49.3103
405,-49.2414
405.1,-49.2322
405.2,-49.2415
405.3,-49.2162
405.4,-49.2817
405.5,-49.2513
405.6,-49.254
405.7,-49.2331
405.8,-49.2218
405.9,-49.2035
406,-49.2242
406.1,-49.2306
406.2,-49.23
406.3,-49.2082
406.4,-49.1593
406.5,-49.1725
406.6,-49.194
406.7,-49.1474
406.8,-49.132
406.9,-49.097
407,-49.1383
407.1,-49.122
407.2,-49.0609
407.3,-49.1355
407.4,-49.0742
407.5,-49.145
407.6,-49.1025
407.7,-49.1009
407.8,-49.086
407.9,-49.0537
408,-49.0106
408.1,-49.0394
408.2,-49.0345
408.3,-49.0198
408.4,-49.0434
408.5,-49.0338
408.6,-48.9758
408.7,-49.0095
408.8,-48.9965
408.9,-48.9422
409,-48.9556
409.1,-48.9383
409.2,-48.9772
409.3,-48.9448
409.4,-48.9433
409.5,-48.9315
409.6,-48.8956
409.7,-48.9308
409.8,-48.9139
409.9,-48.8832
410,-48.896
410.1,-48.8589
410.2,-48.8831
410.3,-48.8702
410.4,-48.8753
410.5,-48.8337
410.6,-48.823
410.7,-48.8376
410.8,-48.8693
410.9,-48.8109
411,-48.8138
411.1,-48.7866
411.2,-48.7809
411.3,-48.8376
411.4,-48.7328
411.5,-48.7826
411.6,-48.7607
411.7,-48.7254
411.8,-48.7639
411.9,-48.7748
412,-48.7605
412.1,-48.7075
412.2,-48.706
412.3,-48.7239
412.4,-48.6736
412.5,-48.6231
412.6,-48.6641
412.7,-48.6691
412.8,-48.6688
412.9,-48.6672
413,-48.6488
413.1,-48.6603
413.2,-48.6102
413.3,-48.5763
413.4,-48.5976
413.5,-48.5496
413.6,-48.6216
413.7,-48.6272
413.8,-48.5692
413.9,-48.5871
414,-48.5463
414.1,-48.5532
414.2,-48.5507
414.3,-48.5156
414.4,-48.5293
414.5,-48.525
414.6,-48.4869
414.7,-48.4618
414.8,-48.4901
414.9,-48.4806
415,-48.4802
415.1,-48.4214
415.2,-48.4825
415.3,-48.4923
415.4,-48.4443
415.5,-48.3945
415.6,-48.4283
415.7,-48.3874
415.8,-48.3507
415.9,-48.4051
416,-48.367
416.1,-48.3909
416.2,-48.3723
416.3,-48.3428
416.4,-48.4027
416.5,-48.3386
416.6,-48.3344
416.7,-48.3546
416.8,-48.2575
416.9,-48.3014
417,-48.3191
417.1,-48.2756
417.2,-48.2493
417.3,-48.28
417.4,-48.2238
417.5,-48.2733
417.6,-48.2092
417.7,-48.236
417.8,-48.2191
417.9,-48.2162
418,-48.1897
418.1,-48.2345
418.2,-48.2066
418.3,-48.1991
418.4,-48.186
418.5,-48.1554
418.6,-48.17
418.7,-48.134
418.8,-48.1406
418.9,-48.1372
419,-48.105
419.1,-48.1167
419.2,-48.1494
419.3,-48.1062
419.4,-48.0744
419.5,-48.0818
419.6,-48.0203
419.7,-48.0327
419.8,-48.0316
419.9,-47.9795
420,-47.9992
420.1,-48.0244
420.2,-48.0173
420.3,-47.9792
420.4,-48.0111
420.5,-47.9733
420.6,-47.9092
420.7,-47.9313
420.8,-47.927
420.9,-47.9183
421,-47.9463
421.1,-47.8938
421.2,-47.8827
421.3,-47.8886
421.4,-47.8665
421.5,-47.9171
421.6,-47.8524
421.7,-47.8506
421.8,-47.8262
421.9,-47.8497
422,-47.8361
422.1,-47.8125
422.2,-47.8041
422.3,-47.8227
422.4,-47.7622
422.5,-47.7647
422.6,-47.79
422.7,-47.7785
422.8,-47.7647
422.9,-47.7244
423,-47.711
423.1,-47.7217
423.2,-47.6972
423.3,-47.6593
423.4,-47.6938
423.5,-47.6523
423.6,-47.6395
423.7,-47.6519
423.8,-47.6253
423.9,-47.5954
424,-47.6069
424.1,-47.6227
424.2,-47.6207
424.3,-47.5517
424.4,-47.5655
