演算チャンネル,(1)CA-CH01:Channel01
窓関数,長方形
演算点数,100000
演算モード,リニアスペクトル
微積分設定,微積分しない
演算範囲,最新データ
オーバーオール(dBrms),16.869
,0dB=1m/s^2
周波数(Hz),データ(dB)
710.9,-60.2616
711,-60.2787
711.1,-60.2914
711.2,-60.302
711.3,-60.357
711.4,-60.3475
711.5,-60.5173
711.6,-60.3751
711.7,-60.2439
711.8,-60.3597
711.9,-60.3357
712,-60.1829
712.1,-60.2092
712.2,-60.3449
712.3,-60.2856
712.4,-60.2832
712.5,-60.2089
712.6,-60.3657
712.7,-60.3441
712.8,-60.3883
712.9,-60.3412
713,-60.311
713.1,-60.3996
713.2,-60.3117
713.3,-60.3351
713.4,-60.4622
713.5,-60.3205
713.6,-60.4022
713.7,-60.5468
713.8,-60.6131
713.9,-60.3991
714,-60.4417
714.1,-60.4647
714.2,-60.7028
714.3,-60.5017
714.4,-60.5323
714.5,-60.5073
714.6,-60.3247
714.7,-60.5617
714.8,-60.5011
714.9,-60.4904
715,-60.4557
715.1,-60.4875
715.2,-60.4962
715.3,-60.5131
715.4,-60.5635
715.5,-60.3651
715.6,-60.7316
715.7,-60.4541
715.8,-60.5004
715.9,-60.448
716,-60.5389
716.1,-60.4446
716.2,-60.5049
716.3,-60.5874
716.4,-60.5724
716.5,-60.5661
716.6,-60.5631
716.7,-60.7021
716.8,-60.5433
716.9,-60.5975
717,-60.5904
717.1,-60.6618
717.2,-60.619
717.3,-60.5694
717.4,-60.4668
717.5,-60.4072
717.6,-60.7106
717.7,-60.5522
717.8,-60.6153
717.9,-60.6103
718,-60.8218
718.1,-60.7866
718.2,-60.5916
718.3,-60.7016
718.4,-60.6946
718.5,-60.6372
718.6,-60.7063
718.7,-60.6966
718.8,-60.8486
718.9,-60.7737
719,-60.8072
719.1,-60.8091
719.2,-60.6162
719.3,-60.8404
719.4,-60.8608
719.5,-60.7388
719.6,-60.7135
719.7,-60.8266
719.8,-60.7269
719.9,-60.6612
720,-60.8684
720.1,-60.7309
720.2,-60.8399
720.3,-60.6853
720.4,-60.7036
720.5,-60.7909
720.6,-60.8266
720.7,-60.8003
720.8,-60.9412
720.9,-60.9204
721,-60.7586
721.1,-60.8498
721.2,-60.8159
721.3,-60.9293
721.4,-60.9307
721.5,-60.691
721.6,-60.8205
721.7,-60.7772
721.8,-61.0746
721.9,-60.8743
722,-60.857
722.1,-60.9202
722.2,-60.779
722.3,-60.9243
722.4,-60.8313
722.5,-60.9329
722.6,-60.9338
722.7,-60.8788
722.8,-60.9455
722.9,-61.1239
723,-60.8605
723.1,-61.0666
723.2,-61.0119
723.3,-60.9211
723.4,-60.9964
723.5,-60.9693
723.6,-60.7752
723.7,-60.9931
723.8,-60.8567
723.9,-61.0143
724,-60.9446
724.1,-60.977
724.2,-61.0407
724.3,-60.9865
724.4,-61.0943
724.5,-60.9406
724.6,-61.1452
724.7,-61.13
724.8,-60.9109
724.9,-61.2698
725,-61.0953
725.1,-60.9956
725.2,-60.9352
725.3,-61.0737
725.4,-61.0585
725.5,-61.0926
725.6,-61.0622
725.7,-61.2428
725.8,-61.0555
725.9,-60.9103
726,-61.0983
726.1,-61.0502
726.2,-61.2199
726.3,-61.184
726.4,-61.0044
726.5,-61.2385
726.6,-61.0686
726.7,-61.218
726.8,-61.1468
726.9,-61.199
727,-61.0717
727.1,-61.2814
727.2,-61.0126
727.3,-61.1549
727.4,-61.2518
727.5,-61.1792
727.6,-61.1095
727.7,-61.1656
727.8,-61.1617
727.9,-61.056
728,-61.1692
728.1,-61.2447
728.2,-61.199
728.3,-61.08
728.4,-61.2181
728.5,-61.1933
728.6,-61.1757
728.7,-61.2822
728.8,-61.1675
728.9,-61.2469
729,-61.3538
729.1,-61.0716
729.2,-61.181
729.3,-61.1636
729.4,-61.1761
729.5,-61.3119
729.6,-61.1816
729.7,-61.3797
729.8,-61.3347
729.9,-61.333
730,-61.4212
730.1,-61.4141
730.2,-61.3437
730.3,-61.3501
730.4,-61.3933
730.5,-61.409
730.6,-61.3254
730.7,-61.5159
730.8,-61.3335
730.9,-61.3491
731,-61.4327
731.1,-61.4375
731.2,-61.5584
731.3,-61.4333
731.4,-61.442
731.5,-61.3667
731.6,-61.3443
731.7,-61.5255
731.8,-61.4732
731.9,-61.3667
732,-61.4481
732.1,-61.2685
732.2,-61.4473
732.3,-61.4021
732.4,-61.3184
732.5,-61.4838
732.6,-61.4704
732.7,-61.4802
732.8,-61.6786
732.9,-61.4977
733,-61.3829
733.1,-61.443
733.2,-61.4896
733.3,-61.5756
733.4,-61.4589
733.5,-61.4657
733.6,-61.5315
733.7,-61.4159
733.8,-61.5711
733.9,-61.6605
734,-61.5084
734.1,-61.667
734.2,-61.6653
734.3,-61.6091
734.4,-61.5615
734.5,-61.6654
734.6,-61.6366
734.7,-61.4577
734.8,-61.4395
734.9,-61.52
735,-61.6543
735.1,-61.5804
735.2,-61.6649
735.3,-61.6049
735.4,-61.6205
735.5,-61.7243
735.6,-61.7093
735.7,-61.6233
735.8,-61.5913
735.9,-61.8158
736,-61.6666
736.1,-61.6392
736.2,-61.6671
736.3,-61.6586
736.4,-61.7377
736.5,-61.8216
736.6,-61.7186
736.7,-61.5071
736.8,-61.5755
736.9,-61.5213
737,-61.7712
737.1,-61.7757
737.2,-61.7474
737.3,-61.8928
737.4,-61.6717
737.5,-61.5665
737.6,-61.7692
737.7,-61.854
737.8,-61.7827
737.9,-61.7451
738,-61.7956
738.1,-61.7779
738.2,-61.6823
738.3,-61.7794
738.4,-61.8774
738.5,-61.7131
738.6,-61.7918
738.7,-61.8567
738.8,-61.7336
738.9,-61.909
739,-61.8264
739.1,-61.785
739.2,-61.8626
739.3,-61.7686
739.4,-61.8615
739.5,-61.9881
739.6,-61.7635
739.7,-61.8755
739.8,-61.8586
739.9,-61.9585
740,-61.6799
740.1,-61.7742
740.2,-61.9577
740.3,-61.9439
740.4,-62.0049
740.5,-61.7971
740.6,-61.913
740.7,-61.8546
740.8,-61.9985
740.9,-62.0695
741,-61.855
741.1,-61.9477
741.2,-62.1623
741.3,-61.8542
741.4,-61.8819
741.5,-61.8699
741.6,-62.1917
741.7,-62.253
741.8,-61.9943
741.9,-62.0799
742,-62.1912
742.1,-62.0597
742.2,-62.1738
742.3,-62.1039
742.4,-62.1611
742.5,-61.9435
742.6,-61.9881
742.7,-61.8208
742.8,-61.8802
742.9,-62.0478
743,-61.9828
743.1,-62.2446
743.2,-61.9743
743.3,-61.994
743.4,-62.1515
743.5,-62.1275
743.6,-62.1203
743.7,-62.0325
743.8,-61.9755
743.9,-62.1229
744,-62.208
744.1,-61.9428
744.2,-62.169
744.3,-62.1038
744.4,-61.9694
744.5,-62.1213
744.6,-62.1687
744.7,-62.1342
744.8,-61.9437
744.9,-62.0601
745,-62.1784
745.1,-62.2328
745.2,-62.207
745.3,-62.0843
745.4,-62.3739
745.5,-62.1982
745.6,-62.2996
745.7,-62.25
745.8,-62.0774
745.9,-62.0196
746,-62.1275
746.1,-62.3245
746.2,-62.2078
746.3,-62.3167
746.4,-62.1546
746.5,-62.3572
746.6,-62.2994
746.7,-62.2555
746.8,-62.2906
746.9,-62.1853
747,-62.1348
747.1,-62.132
747.2,-62.4351
747.3,-62.3401
747.4,-62.114
747.5,-62.4138
747.6,-62.373
747.7,-62.3043
747.8,-62.4406
747.9,-62.3643
748,-62.3326
748.1,-62.3542
748.2,-62.2333
748.3,-62.3538
748.4,-62.141
748.5,-62.3077
748.6,-62.2795
748.7,-62.3222
748.8,-62.3857
748.9,-62.2321
749,-62.4116
749.1,-62.547
749.2,-62.2526
749.3,-62.2678
749.4,-62.4522
749.5,-62.3707
749.6,-62.3419
749.7,-62.2787
749.8,-62.3495
749.9,-62.4041
750,-62.5219
750.1,-62.3787
750.2,-62.346
750.3,-62.3223
750.4,-62.3972
750.5,-62.3869
750.6,-62.2745
750.7,-62.4428
750.8,-62.9516
750.9,-61.9212
751,-62.1607
751.1,-62.5476
751.2,-62.62
751.3,-62.6504
751.4,-62.326
751.5,-62.5672
751.6,-62.5502
751.7,-62.401
751.8,-62.5132
751.9,-62.4436
752,-62.6694
752.1,-62.6826
752.2,-62.4138
752.3,-62.4821
752.4,-62.5766
752.5,-62.4284
752.6,-62.651
752.7,-62.4912
752.8,-62.7866
752.9,-62.6557
753,-62.5325
753.1,-62.3434
753.2,-62.6265
753.3,-62.5632
753.4,-62.4789
753.5,-62.8182
753.6,-62.6624
753.7,-62.5565
753.8,-62.7779
753.9,-62.7239
754,-62.6267
754.1,-62.6491
754.2,-62.4494
754.3,-62.4626
754.4,-62.5858
754.5,-62.7889
754.6,-62.6871
754.7,-62.5767
754.8,-62.7104
754.9,-62.6585
755,-62.389
755.1,-62.7151
755.2,-62.7547
755.3,-62.6519
755.4,-62.8542
755.5,-62.7658
755.6,-62.6731
755.7,-62.8428
755.8,-62.6471
755.9,-62.6633
756,-62.6566
756.1,-62.5844
756.2,-62.937
756.3,-62.7578
756.4,-62.4749
756.5,-62.6499
756.6,-62.5976
756.7,-62.5862
756.8,-62.7433
756.9,-62.8824
757,-62.7682
757.1,-62.6934
757.2,-62.9788
757.3,-62.6887
757.4,-62.9526
757.5,-62.6995
757.6,-62.7689
757.7,-62.8675
757.8,-62.8023
757.9,-62.8195
758,-62.7955
758.1,-63.1021
758.2,-62.8752
758.3,-62.9345
758.4,-62.6626
758.5,-62.6435
758.6,-63.0186
758.7,-62.8653
758.8,-62.8706
758.9,-62.8658
759,-62.8562
759.1,-62.9365
759.2,-62.9844
759.3,-62.9517
759.4,-62.8741
759.5,-62.896
759.6,-63.0066
759.7,-63.1027
759.8,-62.9999
759.9,-62.8532
760,-63.0656
760.1,-62.7181
760.2,-63.0234
760.3,-62.7578
760.4,-62.8492
760.5,-63.0441
760.6,-62.8389
760.7,-62.7793
760.8,-63.1059
760.9,-62.8055
761,-63.1774
761.1,-62.9605
761.2,-63.0105
761.3,-62.8187
761.4,-63.241
761.5,-62.96
761.6,-63.0346
761.7,-62.9529
761.8,-63.1145
761.9,-63.2404
762,-62.8492
762.1,-63.1298
762.2,-63.0488
762.3,-63.0646
762.4,-63.2653
762.5,-63.4949
762.6,-63.1874
762.7,-62.9012
762.8,-63.1977
762.9,-62.9538
763,-63.3621
763.1,-63.0542
763.2,-63.139
763.3,-63.0592
763.4,-63.0953
763.5,-63.0558
763.6,-63.0784
763.7,-63.0956
763.8,-63.2435
763.9,-63.158
764,-63.0013
764.1,-63.2312
764.2,-63.2717
764.3,-63.185
764.4,-63.2418
764.5,-63.224
764.6,-63.2228
764.7,-63.2152
764.8,-63.2158
764.9,-63.104
765,-63.2075
765.1,-63.0236
765.2,-63.1997
765.3,-63.1567
765.4,-63.2156
765.5,-63.3271
765.6,-63.3949
765.7,-63.1809
765.8,-63.0403
765.9,-63.1723
766,-63.1387
766.1,-63.1293
766.2,-63.4073
766.3,-63.2209
766.4,-63.1717
766.5,-63.1071
766.6,-63.2752
766.7,-63.327
766.8,-63.4068
766.9,-63.3806
767,-63.3518
767.1,-63.3997
767.2,-63.4044
767.3,-63.4268
767.4,-63.2069
767.5,-63.205
767.6,-63.5814
767.7,-63.4029
767.8,-63.2343
767.9,-63.4514
768,-63.3639
768.1,-63.4777
768.2,-63.4083
768.3,-63.4617
768.4,-63.286
768.5,-63.4568
768.6,-63.5516
768.7,-63.4354
768.8,-63.3994
768.9,-63.456
769,-63.2898
769.1,-63.2655
769.2,-63.4601
769.3,-63.5278
769.4,-63.3346
769.5,-63.4836
769.6,-63.4218
769.7,-63.6127
769.8,-63.5182
769.9,-63.3828
770,-63.4152
770.1,-63.794
770.2,-63.5644
770.3,-63.4629
770.4,-63.8058
770.5,-63.6259
770.6,-63.4056
770.7,-63.4774
770.8,-63.5653
770.9,-63.5804
771,-63.4934
771.1,-63.583
771.2,-63.5561
771.3,-63.4962
771.4,-63.4563
771.5,-63.5663
771.6,-63.4351
771.7,-63.4372
771.8,-63.899
771.9,-63.4938
772,-63.7938
772.1,-63.5227
772.2,-63.6342
772.3,-63.601
772.4,-63.5228
772.5,-63.4197
772.6,-63.8272
772.7,-63.4054
772.8,-63.5886
772.9,-63.889
773,-63.5933
773.1,-63.5761
773.2,-63.6981
773.3,-63.6833
773.4,-63.595
773.5,-63.5111
773.6,-63.4963
773.7,-63.7116
773.8,-63.7017
773.9,-63.6316
774,-63.7835
774.1,-63.741
774.2,-63.5767
774.3,-63.4786
774.4,-63.7255
774.5,-63.8307
774.6,-63.6404
774.7,-63.8747
774.8,-63.5829
774.9,-63.657
775,-63.7062
775.1,-63.7175
775.2,-63.6267
775.3,-63.8253
775.4,-63.7388
775.5,-63.6509
775.6,-63.7027
775.7,-63.9394
775.8,-63.5574
775.9,-63.8156
776,-63.8991
776.1,-63.5526
776.2,-63.7714
776.3,-63.7627
776.4,-63.8178
776.5,-63.8246
776.6,-63.561
776.7,-63.5527
776.8,-63.8613
776.9,-63.7869
777,-63.7701
777.1,-63.8048
777.2,-63.7478
777.3,-63.7317
777.4,-63.9261
777.5,-63.9835
777.6,-63.2749
777.7,-63.7237
777.8,-63.9232
777.9,-63.9011
778,-64.0137
778.1,-63.9208
778.2,-63.6796
778.3,-63.8627
778.4,-63.783
778.5,-63.8664
778.6,-63.7233
778.7,-63.931
778.8,-63.8559
778.9,-63.9334
779,-63.9588
779.1,-64.009
779.2,-64.079
779.3,-64.0635
779.4,-63.7166
779.5,-63.801
779.6,-63.946
779.7,-63.9405
779.8,-64.1375
779.9,-64.0538
780,-64.0343
780.1,-63.4821
780.2,-64.0236
780.3,-63.9907
780.4,-63.8486
780.5,-63.9717
780.6,-64.0619
780.7,-64.2373
780.8,-63.9206
780.9,-64.0916
781,-64.0784
781.1,-63.9992
781.2,-63.998
781.3,-63.8857
781.4,-64.0601
781.5,-64.1947
781.6,-64.0725
781.7,-64.2545
781.8,-63.8412
781.9,-64.0359
782,-64.2525
782.1,-63.8848
782.2,-64.0253
782.3,-64.1649
782.4,-64.3173
782.5,-64.2236
782.6,-64.4216
782.7,-64.1949
782.8,-64.0377
782.9,-64.0712
783,-64.0365
783.1,-64.1048
783.2,-64.2047
783.3,-64.1514
783.4,-64.2513
783.5,-64.0066
783.6,-64.1879
783.7,-64.4543
783.8,-64.2937
783.9,-64.2857
784,-64.1375
784.1,-64.014
784.2,-64.2134
784.3,-64.1043
784.4,-64.1802
784.5,-64.3718
784.6,-64.3529
784.7,-64.4611
784.8,-64.4588
784.9,-64.383
785,-64.3295
785.1,-64.9591
785.2,-64.2007
785.3,-64.1793
785.4,-64.3704
785.5,-64.4389
785.6,-64.4281
785.7,-64.1551
785.8,-64.0816
785.9,-64.0671
786,-64.2045
786.1,-64.4337
786.2,-64.1481
786.3,-64.4071
786.4,-64.363
786.5,-64.2278
786.6,-64.4788
786.7,-64.4539
786.8,-64.3073
786.9,-64.1931
787,-64.3525
787.1,-64.4965
787.2,-64.2249
787.3,-64.3744
787.4,-64.323
787.5,-64.4865
787.6,-64.9693
787.7,-64.1318
787.8,-64.4229
787.9,-64.3051
788,-64.4283
788.1,-64.4345
788.2,-64.2936
788.3,-64.2055
788.4,-64.3445
788.5,-64.3559
788.6,-64.5503
788.7,-64.4637
788.8,-64.4397
788.9,-64.3503
789,-64.5464
789.1,-64.5438
789.2,-64.6058
789.3,-64.5278
789.4,-64.2192
789.5,-64.3331
789.6,-64.5268
789.7,-64.4669
789.8,-64.3627
789.9,-64.4177
790,-64.4281
790.1,-64.2044
790.2,-64.8784
790.3,-64.5675
790.4,-64.2192
790.5,-64.7494
790.6,-64.593
790.7,-64.4
790.8,-64.5004
790.9,-64.5524
791,-64.5589
791.1,-64.5523
791.2,-64.6906
791.3,-64.4395
791.4,-64.4956
791.5,-64.56
791.6,-64.4201
791.7,-64.2896
791.8,-64.2936
791.9,-64.417
792,-64.5294
792.1,-64.6562
792.2,-64.371
792.3,-64.505
792.4,-64.2139
792.5,-64.5098
792.6,-63.9839
792.7,-65.1402
792.8,-64.8742
792.9,-64.5483
793,-64.9562
793.1,-64.7109
793.2,-64.4591
793.3,-64.8762
793.4,-64.7455
793.5,-64.8207
793.6,-64.7103
793.7,-64.8282
793.8,-64.7941
793.9,-64.7932
794,-64.8308
794.1,-65.0616
794.2,-65.049
794.3,-64.7799
794.4,-64.7968
794.5,-64.7929
794.6,-64.6942
794.7,-64.7454
794.8,-64.8773
794.9,-64.8343
795,-64.7102
795.1,-64.1189
795.2,-64.9865
795.3,-65.0402
795.4,-64.8016
795.5,-64.978
795.6,-64.6982
795.7,-64.9117
795.8,-64.6252
795.9,-64.9074
796,-64.9184
796.1,-64.9311
796.2,-64.888
796.3,-65.1395
796.4,-64.9849
796.5,-65.0928
796.6,-64.8997
796.7,-64.668
796.8,-65.0991
796.9,-65.1665
797,-65.1349
797.1,-64.9753
797.2,-65.4253
797.3,-64.972
797.4,-65.0447
797.5,-65.5371
797.6,-65.4475
797.7,-64.2054
797.8,-64.8992
797.9,-64.7456
798,-65.0025
798.1,-65.1025
798.2,-65.0783
798.3,-65.2918
798.4,-64.8469
798.5,-65.5139
798.6,-65.0855
798.7,-65.3937
798.8,-65.1677
798.9,-65.4529
799,-65.4942
799.1,-65.1682
799.2,-65.2631
799.3,-65.2452
799.4,-65.6471
799.5,-65.5024
799.6,-65.4063
799.7,-65.2928
799.8,-65.7573
799.9,-65.8903
800,-66.0487
800.1,-67.9589
800.2,-62.1474
800.3,-64.5778
800.4,-64.7369
800.5,-65.1085
800.6,-65.0363
800.7,-64.8704
800.8,-65.3095
800.9,-65.4424
801,-65.3941
801.1,-65.2513
801.2,-65.7388
801.3,-65.4206
801.4,-65.8807
801.5,-65.6865
801.6,-65.8596
801.7,-65.9438
801.8,-65.9276
801.9,-66.0649
802,-66.3881
802.1,-66.7075
802.2,-67.0437
802.3,-66.9379
802.4,-66.567
802.5,-65.5554
802.6,-58.154
802.7,-48.2383
802.8,-58.138
802.9,-60.8268
803,-61.9632
803.1,-62.7384
803.2,-63.1777
803.3,-63.3729
803.4,-63.6358
803.5,-64.1637
803.6,-63.9313
803.7,-64.1449
803.8,-64.1989
803.9,-64.1129
804,-64.4929
804.1,-64.6252
804.2,-64.4606
804.3,-64.5625
804.4,-64.5382
804.5,-64.6118
804.6,-64.7449
804.7,-64.5984
804.8,-64.7372
804.9,-64.7305
805,-64.9111
805.1,-65.1316
805.2,-62.4437
805.3,-64.5381
805.4,-64.4881
805.5,-64.5052
805.6,-64.572
805.7,-64.982
805.8,-64.6928
805.9,-64.7864
806,-64.9237
806.1,-64.6202
806.2,-65.12
806.3,-64.9996
806.4,-64.8451
806.5,-64.8417
806.6,-64.9741
806.7,-64.9749
806.8,-64.8964
806.9,-65.0681
807,-64.9527
807.1,-65.0696
807.2,-65.0956
807.3,-65.3215
807.4,-65.3678
807.5,-65.0524
807.6,-65.2572
807.7,-62.8249
807.8,-64.8465
807.9,-64.8662
808,-65.0216
808.1,-65.1271
808.2,-64.8985
808.3,-64.9684
808.4,-65.1219
808.5,-65.1055
808.6,-65.2035
808.7,-65.0101
808.8,-65.0538
808.9,-64.9954
809,-65.2571
809.1,-65.1841
809.2,-65.6515
809.3,-65.41
809.4,-64.9942
809.5,-65.0961
809.6,-65.2068
809.7,-65.0482
809.8,-65.4355
809.9,-65.4072
810,-65.2162
810.1,-65.3558
810.2,-63.9508
810.3,-64.9784
810.4,-65.3544
810.5,-65.3095
810.6,-65.2654
810.7,-65.3122
810.8,-65.2109
810.9,-65.3092
811,-65.1517
811.1,-65.1884
811.2,-65.4191
811.3,-65.1297
811.4,-65.2649
811.5,-65.2463
811.6,-65.2772
811.7,-65.4265
811.8,-65.1962
811.9,-65.3923
812,-65.5625
812.1,-65.4036
812.2,-65.4895
812.3,-65.3037
812.4,-65.333
812.5,-65.2884
812.6,-65.5597
812.7,-65.8267
812.8,-65.3341
812.9,-65.4802
813,-65.3684
813.1,-65.225
813.2,-65.2955
813.3,-65.6872
813.4,-65.2154
813.5,-65.3324
813.6,-65.2107
813.7,-65.446
813.8,-65.5593
813.9,-65.5641
814,-65.4489
814.1,-65.605
814.2,-65.5817
814.3,-65.4587
814.4,-65.5227
814.5,-65.369
814.6,-65.6317
814.7,-65.8477
814.8,-65.5311
814.9,-65.5309
815,-65.4756
815.1,-65.5093
815.2,-66.7043
815.3,-65.4812
815.4,-65.6445
815.5,-65.4083
815.6,-65.4618
815.7,-65.5429
815.8,-65.3002
815.9,-65.5605
816,-65.4612
816.1,-65.5454
816.2,-65.4651
816.3,-65.4899
816.4,-65.5749
816.5,-65.6644
816.6,-65.5156
816.7,-65.5989
816.8,-65.8676
816.9,-65.6638
817,-65.7432
817.1,-65.3908
817.2,-65.6406
817.3,-65.8069
817.4,-65.7561
817.5,-65.8898
817.6,-65.6827
817.7,-66.4169
817.8,-65.7568
817.9,-65.5465
818,-65.1974
818.1,-65.5388
818.2,-65.5436
818.3,-65.7201
818.4,-65.6669
818.5,-65.6773
818.6,-65.6976
818.7,-65.5992
818.8,-65.5932
818.9,-65.7476
819,-65.8972
819.1,-65.6185
819.2,-65.7148
819.3,-65.5055
819.4,-65.5237
819.5,-65.806
819.6,-65.9418
819.7,-65.8402
819.8,-65.7402
819.9,-65.8643
820,-65.8415
820.1,-65.729
820.2,-65.4993
820.3,-65.97
820.4,-66.0009
820.5,-65.6986
820.6,-65.6963
820.7,-65.9119
820.8,-65.6541
820.9,-65.7996
821,-65.5545
821.1,-65.6454
821.2,-66.4011
821.3,-65.6868
821.4,-65.7555
821.5,-65.899
821.6,-65.7641
821.7,-65.6597
821.8,-65.8028
821.9,-65.8905
822,-65.9137
822.1,-65.815
822.2,-65.9474
822.3,-65.6921
822.4,-65.8475
822.5,-65.9156
822.6,-65.9364
822.7,-65.4284
822.8,-66.5222
822.9,-66.3011
823,-65.9149
823.1,-66.2001
823.2,-66.0723
823.3,-65.8896
823.4,-66.0153
823.5,-65.8606
823.6,-66.1853
823.7,-65.8033
823.8,-66.0086
823.9,-65.9988
824,-65.8188
824.1,-66.0162
824.2,-66.0943
824.3,-66.0643
824.4,-66.16
824.5,-66.0682
824.6,-65.9398
824.7,-65.8752
824.8,-66.1165
824.9,-65.7386
825,-65.8228
825.1,-65.8984
825.2,-65.74
825.3,-66.2992
825.4,-66.0427
825.5,-65.7941
825.6,-66.0876
825.7,-66.0425
825.8,-66.4553
825.9,-66.2658
826,-65.9745
826.1,-66.2104
826.2,-66.0444
826.3,-65.9316
826.4,-66.2564
826.5,-65.9888
826.6,-66.293
826.7,-66.1354
826.8,-65.9518
826.9,-66.2127
827,-65.9755
827.1,-66.1671
827.2,-66.125
827.3,-66.0753
827.4,-66.1816
827.5,-66.3199
827.6,-66.2054
827.7,-66.4399
827.8,-65.9483
827.9,-66.1569
828,-65.969
828.1,-66.2638
828.2,-66.1031
828.3,-66.2156
828.4,-66.2545
828.5,-66.1118
828.6,-66.3661
828.7,-66.295
828.8,-66.0751
828.9,-66.3971
829,-66.1904
829.1,-66.2772
829.2,-66.2173
829.3,-66.3155
829.4,-65.9426
829.5,-66.1741
829.6,-66.2383
829.7,-66.1281
829.8,-66.1316
829.9,-66.2898
830,-65.9656
830.1,-66.5656
830.2,-66.486
830.3,-65.6435
830.4,-66.083
830.5,-66.3647
830.6,-66.1878
830.7,-66.2304
830.8,-66.0766
830.9,-66.0029
831,-66.5353
831.1,-66.3773
831.2,-66.2464
831.3,-66.7056
831.4,-66.1737
831.5,-66.2095
831.6,-66.2668
831.7,-66.4633
831.8,-66.5079
831.9,-66.6364
832,-66.2842
832.1,-66.2597
832.2,-66.663
832.3,-66.3964
832.4,-66.2783
832.5,-66.2891
832.6,-66.6806
832.7,-66.6564
832.8,-66.15
832.9,-66.4493
833,-66.0377
833.1,-66.2606
833.2,-66.525
833.3,-66.1316
833.4,-66.3087
833.5,-66.4717
833.6,-66.4536
833.7,-66.2922
833.8,-66.0649
833.9,-66.2144
834,-66.6672
834.1,-66.5725
834.2,-66.2173
834.3,-66.361
834.4,-66.717
834.5,-66.4944
834.6,-66.4771
834.7,-66.5534
834.8,-66.4104
834.9,-66.5418
835,-66.339
835.1,-66.477
835.2,-66.6976
835.3,-66.4893
835.4,-66.5383
835.5,-66.7215
835.6,-66.5083
835.7,-66.2934
835.8,-66.3858
835.9,-66.57
836,-66.7458
836.1,-66.7526
836.2,-66.6979
836.3,-66.6154
836.4,-66.8573
836.5,-66.6797
836.6,-66.4947
836.7,-66.4141
836.8,-66.6041
836.9,-66.6366
837,-66.6986
837.1,-66.6026
837.2,-66.4407
837.3,-66.7343
837.4,-66.5386
837.5,-66.531
837.6,-66.8633
837.7,-66.6871
837.8,-67.2415
837.9,-66.6876
838,-66.7163
838.1,-66.6069
838.2,-66.6583
838.3,-66.7847
838.4,-66.6103
838.5,-66.8867
838.6,-66.8618
838.7,-66.7183
838.8,-66.3643
838.9,-66.6171
839,-66.731
839.1,-66.4681
839.2,-66.8107
839.3,-66.6783
839.4,-67.0758
839.5,-66.7501
839.6,-66.5105
839.7,-66.9522
839.8,-66.9245
839.9,-66.6336
840,-66.8377
840.1,-66.5639
840.2,-66.9496
840.3,-67.0069
840.4,-67.0061
840.5,-66.6514
840.6,-66.8133
840.7,-67.014
840.8,-66.9917
840.9,-66.9194
841,-66.8792
841.1,-66.6828
841.2,-66.9211
841.3,-66.8819
841.4,-67.0448
841.5,-66.7817
841.6,-66.7912
841.7,-66.8696
841.8,-66.5217
841.9,-66.8369
842,-66.8626
842.1,-66.8824
842.2,-66.5983
842.3,-67.0043
842.4,-66.9103
842.5,-67.0245
842.6,-67.3834
842.7,-66.8639
842.8,-66.7101
842.9,-66.8248
843,-66.6753
843.1,-67.0838
843.2,-67.0301
843.3,-66.8525
843.4,-66.7819
843.5,-66.9517
843.6,-66.7043
843.7,-67.0696
843.8,-66.8864
843.9,-66.917
844,-67.1939
844.1,-67.122
844.2,-67.1991
844.3,-66.9473
844.4,-66.9145
844.5,-66.4868
844.6,-66.7807
844.7,-66.8768
844.8,-67.2412
844.9,-66.7404
845,-67.0664
845.1,-67.0326
845.2,-66.9134
845.3,-66.8494
845.4,-66.9069
845.5,-67.1539
845.6,-66.9547
845.7,-66.7711
845.8,-67.2342
845.9,-67.4887
846,-66.9891
846.1,-67.0673
846.2,-66.894
846.3,-66.9111
846.4,-66.8211
846.5,-67.3626
846.6,-67.1806
846.7,-66.9267
846.8,-67.2357
846.9,-67.0841
847,-67.2866
847.1,-67.2027
847.2,-66.6958
847.3,-67.072
847.4,-67.309
847.5,-67.0609
847.6,-67.0223
847.7,-66.9604
847.8,-66.6909
847.9,-66.9129
848,-67.2286
848.1,-67.127
848.2,-67.0635
848.3,-67.3017
848.4,-67.3118
848.5,-66.6446
848.6,-67.1999
848.7,-67.4566
848.8,-67.406
848.9,-67.0106
849,-67.1579
849.1,-67.2969
849.2,-67.2992
849.3,-67.2502
849.4,-67.1702
849.5,-67.2026
849.6,-67.3692
849.7,-67.2674
849.8,-67.1045
849.9,-67.3307
850,-67.3206
850.1,-67.2752
850.2,-67.1203
850.3,-66.7323
850.4,-67.0124
850.5,-67.3361
850.6,-67.0679
850.7,-67.2249
850.8,-67.5579
850.9,-67.7059
851,-66.7823
851.1,-67.3351
851.2,-67.4853
851.3,-67.1564
851.4,-67.0764
851.5,-67.4974
851.6,-67.2354
851.7,-67.506
851.8,-67.5179
851.9,-67.2246
852,-67.5017
852.1,-67.3014
852.2,-67.5078
852.3,-67.3441
852.4,-67.4073
852.5,-67.5854
852.6,-67.7549
852.7,-67.573
852.8,-68.1586
852.9,-67.14
853,-67.3144
853.1,-67.3108
853.2,-67.2206
853.3,-67.2819
853.4,-67.3684
853.5,-67.7872
853.6,-67.5755
853.7,-67.2933
853.8,-67.284
