#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R3.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
ユニット種別,NR-500,(1)CA,未設定,未設定,未設定,未設定,未設定,未設定,未設定

計測モード,ノーマルモード
2010/11/03 02:10:42,655400,0.006
2010/11/03 02:10:42,655600,0.024
2010/11/03 02:10:42,655800,0.028
2010/11/03 02:10:42,656000,0.016
2010/11/03 02:10:42,656200,-0.018
2010/11/03 02:10:42,656400,-0.022
2010/11/03 02:10:42,656600,-0.056
2010/11/03 02:10:42,656800,-0.080
2010/11/03 02:10:42,657000,-0.062
2010/11/03 02:10:42,657200,-0.006
2010/11/03 02:10:42,657400,0.056
2010/11/03 02:10:42,657600,0.096
2010/11/03 02:10:42,657800,0.046
2010/11/03 02:10:42,658000,-0.046
2010/11/03 02:10:42,658200,-0.080
2010/11/03 02:10:42,658400,-0.072
2010/11/03 02:10:42,658600,0.018
2010/11/03 02:10:42,658800,0.060
2010/11/03 02:10:42,659000,0.020
2010/11/03 02:10:42,659200,-0.024
2010/11/03 02:10:42,659400,-0.032
2010/11/03 02:10:42,659600,-0.070
2010/11/03 02:10:42,659800,-0.056
2010/11/03 02:10:42,660000,0.040
2010/11/03 02:10:42,660200,0.058
2010/11/03 02:10:42,660400,-0.046
2010/11/03 02:10:42,660600,-0.116
2010/11/03 02:10:42,660800,-0.040
2010/11/03 02:10:42,661000,0.096
2010/11/03 02:10:42,661200,0.060
2010/11/03 02:10:42,661400,-0.046
2010/11/03 02:10:42,661600,-0.026
2010/11/03 02:10:42,661800,-0.018
2010/11/03 02:10:42,662000,-0.042
2010/11/03 02:10:42,662200,0.048
2010/11/03 02:10:42,662400,0.072
2010/11/03 02:10:42,662600,0.070
2010/11/03 02:10:42,662800,0.042
2010/11/03 02:10:42,663000,0.020
2010/11/03 02:10:42,663200,0.006
2010/11/03 02:10:42,663400,0.050
2010/11/03 02:10:42,663600,0.102
2010/11/03 02:10:42,663800,0.060
2010/11/03 02:10:42,664000,0.008
2010/11/03 02:10:42,664200,-0.064
2010/11/03 02:10:42,664400,-0.068
2010/11/03 02:10:42,664600,0.008
2010/11/03 02:10:42,664800,0.072
2010/11/03 02:10:42,665000,0.064
2010/11/03 02:10:42,665200,0.066
2010/11/03 02:10:42,665400,0.064
2010/11/03 02:10:42,665600,0.028
2010/11/03 02:10:42,665800,-0.024
2010/11/03 02:10:42,666000,-0.010
2010/11/03 02:10:42,666200,0.030
2010/11/03 02:10:42,666400,0.002
2010/11/03 02:10:42,666600,-0.044
2010/11/03 02:10:42,666800,-0.070
2010/11/03 02:10:42,667000,0.008
2010/11/03 02:10:42,667200,0.052
2010/11/03 02:10:42,667400,0.032
2010/11/03 02:10:42,667600,0.026
2010/11/03 02:10:42,667800,-0.024
2010/11/03 02:10:42,668000,-0.050
2010/11/03 02:10:42,668200,0.008
2010/11/03 02:10:42,668400,0.062
2010/11/03 02:10:42,668600,0.020
2010/11/03 02:10:42,668800,-0.026
2010/11/03 02:10:42,669000,0.012
2010/11/03 02:10:42,669200,0.032
2010/11/03 02:10:42,669400,-0.034
2010/11/03 02:10:42,669600,-0.014
2010/11/03 02:10:42,669800,0.036
2010/11/03 02:10:42,670000,0.000
2010/11/03 02:10:42,670200,-0.042
2010/11/03 02:10:42,670400,-0.024
2010/11/03 02:10:42,670600,-0.044
2010/11/03 02:10:42,670800,-0.050
2010/11/03 02:10:42,671000,-0.070
2010/11/03 02:10:42,671200,0.156
2010/11/03 02:10:42,671400,0.118
2010/11/03 02:10:42,671600,0.000
2010/11/03 02:10:42,671800,-0.008
2010/11/03 02:10:42,672000,-0.038
2010/11/03 02:10:42,672200,-0.014
2010/11/03 02:10:42,672400,0.100
2010/11/03 02:10:42,672600,0.112
2010/11/03 02:10:42,672800,-0.006
2010/11/03 02:10:42,673000,-0.024
2010/11/03 02:10:42,673200,-0.020
2010/11/03 02:10:42,673400,0.026
2010/11/03 02:10:42,673600,0.098
2010/11/03 02:10:42,673800,0.130
2010/11/03 02:10:42,674000,0.052
2010/11/03 02:10:42,674200,-0.008
2010/11/03 02:10:42,674400,-0.002
2010/11/03 02:10:42,674600,0.032
2010/11/03 02:10:42,674800,0.028
2010/11/03 02:10:42,675000,0.032
2010/11/03 02:10:42,675200,0.074
2010/11/03 02:10:42,675400,0.018
2010/11/03 02:10:42,675600,-0.006
2010/11/03 02:10:42,675800,-0.042
2010/11/03 02:10:42,676000,0.028
2010/11/03 02:10:42,676200,0.078
2010/11/03 02:10:42,676400,0.084
2010/11/03 02:10:42,676600,0.064
2010/11/03 02:10:42,676800,-0.030
2010/11/03 02:10:42,677000,-0.052
2010/11/03 02:10:42,677200,-0.020
2010/11/03 02:10:42,677400,0.022
2010/11/03 02:10:42,677600,0.044
2010/11/03 02:10:42,677800,0.010
2010/11/03 02:10:42,678000,-0.006
2010/11/03 02:10:42,678200,-0.068
2010/11/03 02:10:42,678400,-0.046
2010/11/03 02:10:42,678600,0.052
2010/11/03 02:10:42,678800,0.066
2010/11/03 02:10:42,679000,0.052
2010/11/03 02:10:42,679200,0.000
2010/11/03 02:10:42,679400,-0.008
2010/11/03 02:10:42,679600,0.010
2010/11/03 02:10:42,679800,-0.020
2010/11/03 02:10:42,680000,0.016
2010/11/03 02:10:42,680200,0.014
2010/11/03 02:10:42,680400,-0.018
2010/11/03 02:10:42,680600,-0.086
2010/11/03 02:10:42,680800,-0.062
2010/11/03 02:10:42,681000,0.016
2010/11/03 02:10:42,681200,0.046
2010/11/03 02:10:42,681400,0.000
2010/11/03 02:10:42,681600,-0.026
2010/11/03 02:10:42,681800,0.026
2010/11/03 02:10:42,682000,0.066
2010/11/03 02:10:42,682200,0.042
2010/11/03 02:10:42,682400,0.012
2010/11/03 02:10:42,682600,-0.012
2010/11/03 02:10:42,682800,-0.012
2010/11/03 02:10:42,683000,-0.014
2010/11/03 02:10:42,683200,0.000
2010/11/03 02:10:42,683400,0.020
2010/11/03 02:10:42,683600,0.062
2010/11/03 02:10:42,683800,0.062
2010/11/03 02:10:42,684000,0.004
2010/11/03 02:10:42,684200,0.034
2010/11/03 02:10:42,684400,0.084
2010/11/03 02:10:42,684600,0.094
2010/11/03 02:10:42,684800,0.028
2010/11/03 02:10:42,685000,-0.058
2010/11/03 02:10:42,685200,-0.078
2010/11/03 02:10:42,685400,-0.018
2010/11/03 02:10:42,685600,0.056
2010/11/03 02:10:42,685800,0.030
2010/11/03 02:10:42,686000,0.034
2010/11/03 02:10:42,686200,0.056
2010/11/03 02:10:42,686400,0.016
2010/11/03 02:10:42,686600,-0.020
2010/11/03 02:10:42,686800,0.028
2010/11/03 02:10:42,687000,0.086
2010/11/03 02:10:42,687200,0.074
2010/11/03 02:10:42,687400,-0.014
2010/11/03 02:10:42,687600,-0.078
2010/11/03 02:10:42,687800,-0.028
2010/11/03 02:10:42,688000,0.032
2010/11/03 02:10:42,688200,0.080
2010/11/03 02:10:42,688400,0.038
2010/11/03 02:10:42,688600,-0.006
2010/11/03 02:10:42,688800,-0.080
2010/11/03 02:10:42,689000,-0.090
2010/11/03 02:10:42,689200,-0.012
2010/11/03 02:10:42,689400,0.026
2010/11/03 02:10:42,689600,0.062
2010/11/03 02:10:42,689800,0.024
2010/11/03 02:10:42,690000,-0.044
2010/11/03 02:10:42,690200,-0.076
2010/11/03 02:10:42,690400,-0.010
2010/11/03 02:10:42,690600,0.048
2010/11/03 02:10:42,690800,-0.020
2010/11/03 02:10:42,691000,-0.054
2010/11/03 02:10:42,691200,0.014
2010/11/03 02:10:42,691400,0.000
2010/11/03 02:10:42,691600,-0.092
2010/11/03 02:10:42,691800,-0.092
2010/11/03 02:10:42,692000,0.016
2010/11/03 02:10:42,692200,0.096
2010/11/03 02:10:42,692400,0.104
2010/11/03 02:10:42,692600,0.032
2010/11/03 02:10:42,692800,-0.066
2010/11/03 02:10:42,693000,-0.110
2010/11/03 02:10:42,693200,-0.028
2010/11/03 02:10:42,693400,0.070
2010/11/03 02:10:42,693600,0.046
2010/11/03 02:10:42,693800,0.010
2010/11/03 02:10:42,694000,-0.026
2010/11/03 02:10:42,694200,-0.016
2010/11/03 02:10:42,694400,0.000
2010/11/03 02:10:42,694600,0.000
2010/11/03 02:10:42,694800,0.050
2010/11/03 02:10:42,695000,0.048
2010/11/03 02:10:42,695200,0.044
2010/11/03 02:10:42,695400,-0.092
2010/11/03 02:10:42,695600,-0.018
2010/11/03 02:10:42,695800,0.198
2010/11/03 02:10:42,696000,0.070
2010/11/03 02:10:42,696200,0.058
2010/11/03 02:10:42,696400,0.004
2010/11/03 02:10:42,696600,-0.092
2010/11/03 02:10:42,696800,-0.060
2010/11/03 02:10:42,697000,-0.018
2010/11/03 02:10:42,697200,-0.028
2010/11/03 02:10:42,697400,0.058
2010/11/03 02:10:42,697600,0.106
2010/11/03 02:10:42,697800,0.042
2010/11/03 02:10:42,698000,-0.040
2010/11/03 02:10:42,698200,0.020
2010/11/03 02:10:42,698400,0.006
2010/11/03 02:10:42,698600,0.038
2010/11/03 02:10:42,698800,0.036
2010/11/03 02:10:42,699000,-0.042
2010/11/03 02:10:42,699200,-0.048
2010/11/03 02:10:42,699400,-0.016
2010/11/03 02:10:42,699600,0.034
2010/11/03 02:10:42,699800,-0.006
2010/11/03 02:10:42,700000,-0.046
2010/11/03 02:10:42,700200,-0.040
2010/11/03 02:10:42,700400,-0.050
2010/11/03 02:10:42,700600,-0.052
2010/11/03 02:10:42,700800,-0.010
2010/11/03 02:10:42,701000,0.042
2010/11/03 02:10:42,701200,0.034
2010/11/03 02:10:42,701400,-0.044
2010/11/03 02:10:42,701600,-0.150
2010/11/03 02:10:42,701800,-0.198
2010/11/03 02:10:42,702000,-0.112
2010/11/03 02:10:42,702200,0.044
2010/11/03 02:10:42,702400,0.130
2010/11/03 02:10:42,702600,0.034
2010/11/03 02:10:42,702800,-0.130
2010/11/03 02:10:42,703000,-0.186
2010/11/03 02:10:42,703200,-0.092
2010/11/03 02:10:42,703400,0.088
2010/11/03 02:10:42,703600,0.164
2010/11/03 02:10:42,703800,0.128
2010/11/03 02:10:42,704000,0.006
2010/11/03 02:10:42,704200,-0.116
2010/11/03 02:10:42,704400,-0.132
2010/11/03 02:10:42,704600,-0.024
2010/11/03 02:10:42,704800,0.070
2010/11/03 02:10:42,705000,0.062
2010/11/03 02:10:42,705200,-0.004
2010/11/03 02:10:42,705400,-0.040
2010/11/03 02:10:42,705600,-0.076
2010/11/03 02:10:42,705800,-0.022
2010/11/03 02:10:42,706000,0.086
2010/11/03 02:10:42,706200,0.066
2010/11/03 02:10:42,706400,0.056
2010/11/03 02:10:42,706600,-0.032
2010/11/03 02:10:42,706800,-0.062
2010/11/03 02:10:42,707000,-0.036
2010/11/03 02:10:42,707200,-0.016
2010/11/03 02:10:42,707400,0.062
2010/11/03 02:10:42,707600,0.054
2010/11/03 02:10:42,707800,0.028
2010/11/03 02:10:42,708000,-0.022
2010/11/03 02:10:42,708200,-0.052
2010/11/03 02:10:42,708400,0.012
2010/11/03 02:10:42,708600,0.054
2010/11/03 02:10:42,708800,0.072
2010/11/03 02:10:42,709000,-0.012
2010/11/03 02:10:42,709200,-0.094
2010/11/03 02:10:42,709400,-0.046
2010/11/03 02:10:42,709600,-0.020
2010/11/03 02:10:42,709800,-0.044
2010/11/03 02:10:42,710000,-0.054
2010/11/03 02:10:42,710200,-0.080
2010/11/03 02:10:42,710400,-0.034
2010/11/03 02:10:42,710600,-0.058
2010/11/03 02:10:42,710800,-0.070
2010/11/03 02:10:42,711000,-0.064
2010/11/03 02:10:42,711200,0.044
2010/11/03 02:10:42,711400,0.116
2010/11/03 02:10:42,711600,0.042
2010/11/03 02:10:42,711800,-0.060
2010/11/03 02:10:42,712000,-0.114
2010/11/03 02:10:42,712200,-0.102
2010/11/03 02:10:42,712400,-0.008
2010/11/03 02:10:42,712600,0.044
2010/11/03 02:10:42,712800,0.038
2010/11/03 02:10:42,713000,-0.012
2010/11/03 02:10:42,713200,-0.054
2010/11/03 02:10:42,713400,-0.020
2010/11/03 02:10:42,713600,0.060
2010/11/03 02:10:42,713800,0.088
2010/11/03 02:10:42,714000,0.034
2010/11/03 02:10:42,714200,-0.044
2010/11/03 02:10:42,714400,-0.054
2010/11/03 02:10:42,714600,-0.040
2010/11/03 02:10:42,714800,0.044
2010/11/03 02:10:42,715000,0.086
2010/11/03 02:10:42,715200,0.048
2010/11/03 02:10:42,715400,-0.022
2010/11/03 02:10:42,715600,-0.024
2010/11/03 02:10:42,715800,0.010
2010/11/03 02:10:42,716000,0.056
2010/11/03 02:10:42,716200,0.094
2010/11/03 02:10:42,716400,0.056
2010/11/03 02:10:42,716600,0.012
2010/11/03 02:10:42,716800,-0.058
2010/11/03 02:10:42,717000,-0.068
2010/11/03 02:10:42,717200,-0.010
2010/11/03 02:10:42,717400,0.038
2010/11/03 02:10:42,717600,0.080
2010/11/03 02:10:42,717800,0.022
2010/11/03 02:10:42,718000,-0.036
2010/11/03 02:10:42,718200,-0.046
2010/11/03 02:10:42,718400,0.028
2010/11/03 02:10:42,718600,0.124
2010/11/03 02:10:42,718800,0.122
2010/11/03 02:10:42,719000,0.048
2010/11/03 02:10:42,719200,-0.054
2010/11/03 02:10:42,719400,-0.084
2010/11/03 02:10:42,719600,-0.040
2010/11/03 02:10:42,719800,-0.008
2010/11/03 02:10:42,720000,0.020
2010/11/03 02:10:42,720200,0.008
2010/11/03 02:10:42,720400,-0.058
2010/11/03 02:10:42,720600,-0.138
2010/11/03 02:10:42,720800,-0.082
2010/11/03 02:10:42,721000,0.088
2010/11/03 02:10:42,721200,0.126
2010/11/03 02:10:42,721400,0.030
2010/11/03 02:10:42,721600,-0.080
2010/11/03 02:10:42,721800,-0.032
2010/11/03 02:10:42,722000,-0.066
2010/11/03 02:10:42,722200,0.070
2010/11/03 02:10:42,722400,0.026
2010/11/03 02:10:42,722600,0.028
2010/11/03 02:10:42,722800,0.018
2010/11/03 02:10:42,723000,-0.078
2010/11/03 02:10:42,723200,-0.022
2010/11/03 02:10:42,723400,0.064
2010/11/03 02:10:42,723600,0.060
2010/11/03 02:10:42,723800,0.020
2010/11/03 02:10:42,724000,-0.104
2010/11/03 02:10:42,724200,-0.096
2010/11/03 02:10:42,724400,0.094
2010/11/03 02:10:42,724600,0.110
2010/11/03 02:10:42,724800,0.102
2010/11/03 02:10:42,725000,0.078
2010/11/03 02:10:42,725200,0.014
2010/11/03 02:10:42,725400,0.002
2010/11/03 02:10:42,725600,0.010
2010/11/03 02:10:42,725800,-0.042
2010/11/03 02:10:42,726000,-0.068
2010/11/03 02:10:42,726200,-0.022
2010/11/03 02:10:42,726400,-0.020
2010/11/03 02:10:42,726600,-0.066
2010/11/03 02:10:42,726800,0.030
2010/11/03 02:10:42,727000,0.086
2010/11/03 02:10:42,727200,0.094
2010/11/03 02:10:42,727400,0.052
2010/11/03 02:10:42,727600,-0.046
2010/11/03 02:10:42,727800,-0.068
2010/11/03 02:10:42,728000,-0.070
2010/11/03 02:10:42,728200,-0.004
2010/11/03 02:10:42,728400,0.008
2010/11/03 02:10:42,728600,0.004
2010/11/03 02:10:42,728800,-0.002
2010/11/03 02:10:42,729000,0.016
2010/11/03 02:10:42,729200,0.048
2010/11/03 02:10:42,729400,0.028
2010/11/03 02:10:42,729600,0.020
2010/11/03 02:10:42,729800,0.020
2010/11/03 02:10:42,730000,-0.024
2010/11/03 02:10:42,730200,-0.100
2010/11/03 02:10:42,730400,-0.008
2010/11/03 02:10:42,730600,0.022
2010/11/03 02:10:42,730800,-0.054
2010/11/03 02:10:42,731000,-0.038
2010/11/03 02:10:42,731200,-0.042
2010/11/03 02:10:42,731400,-0.046
2010/11/03 02:10:42,731600,0.050
2010/11/03 02:10:42,731800,0.072
